from,to
3606,2424
3606,718
3606,2698
3606,1492
3606,2622
3606,3014
727,1033
727,510
727,4354
727,578
727,3736
727,358
727,91
727,836
727,3365
727,2614
727,1204
727,1696
727,2775
727,3419
727,3011
727,2535
727,4087
727,3153
727,1955
727,3696
727,708
727,63
37,1100
37,331
37,2073
37,1749
37,2115
37,4029
37,1768
38,240
38,4281
38,912
38,2293
38,1300
38,1204
38,1033
38,1680
38,1798
38,2546
38,3011
38,4376
38,904
38,3380
38,2007
39,646
40,2902
40,2132
40,3580
40,968
40,3465
40,2501
40,1891
40,1585
40,4239
40,2525
728,1098
728,770
728,3253
728,1137
728,2605
728,2243
728,1326
728,2699
728,2371
728,1382
728,817
728,2265
728,375
728,2988
728,1483
728,3083
42,646
42,2054
42,2425
42,3348
42,2580
42,210
42,578
43,1683
43,215
43,1959
43,768
43,4089
43,1829
43,3948
44,348
44,2743
44,336
44,3482
45,1233
45,2626
45,2237
45,4096
45,1298
45,993
45,814
45,257
45,716
45,239
45,2533
45,2669
45,4309
45,2612
45,1278
45,3625
45,832
45,3952
45,1352
46,1800
46,342
46,1916
46,2425
46,1725
46,3
4007,1529
4007,1398
47,2510
47,2425
47,3184
47,2418
47,3104
47,933
48,2731
48,4354
48,912
48,3184
48,208
48,1474
48,2338
48,506
48,202
48,3433
48,251
48,323
48,448
2182,826
2182,1154
50,972
50,1137
50,2614
50,2615
50,2979
50,779
50,458
50,3282
50,1800
50,4298
50,459
50,598
51,646
51,3855
51,480
51,2458
51,304
51,1884
51,14
51,3369
51,57
52,1456
52,2425
52,3184
52,1725
52,1276
52,636
52,651
52,3633
52,1800
52,1916
52,1092
52,1857
52,3195
52,459
52,2964
53,2235
53,41
53,3891
53,3878
53,2041
53,3607
53,1495
53,3414
3610,4346
3610,697
55,4059
55,3094
55,3758
55,1239
55,3930
55,57
55,2217
55,3256
55,964
55,903
55,3861
55,1780
55,656
55,3902
55,2903
55,2970
55,2804
55,528
56,438
56,174
56,1344
56,3308
56,3587
56,1082
56,2569
56,4190
56,2295
56,3724
57,3092
57,1651
57,1621
57,2013
57,541
57,1495
57,344
57,427
57,3666
57,1227
57,1093
57,4103
57,2447
57,297
57,1372
57,2191
57,934
57,1375
57,3181
57,2846
57,2847
57,2848
57,2583
57,704
57,3749
57,2589
57,3260
57,3334
57,2241
57,1115
57,852
57,1520
57,3126
57,2990
57,364
57,3684
57,446
57,186
57,2856
57,3143
57,41
57,995
57,468
57,1990
57,3679
57,1139
57,2504
57,270
57,2090
57,3859
57,1956
57,1550
57,4221
57,1505
57,1962
57,3351
57,746
57,2237
57,3580
57,751
57,3294
57,2768
57,2634
57,4320
57,2896
57,4044
57,625
57,3587
57,220
57,3304
57,222
57,2119
57,2323
57,770
57,4076
57,2385
57,2880
57,1306
57,2784
57,233
57,35
57,1650
57,1579
57,4199
57,3161
57,247
57,2425
57,2662
57,793
57,382
57,846
57,650
57,102
57,3263
57,2276
57,1241
57,2838
57,2616
57,3889
57,391
57,2512
57,4367
57,3518
57,2940
57,677
57,3738
57,2290
57,1344
57,886
57,2099
57,1660
57,787
57,2951
57,1623
57,1335
57,1606
57,2351
57,3501
2185,234
2876,1725
2876,1800
2876,2519
2876,1916
60,646
60,1800
60,1699
60,3800
60,2824
60,598
60,1276
60,3352
60,1206
61,646
61,1463
61,2425
61,1829
61,319
61,1725
61,2273
61,1798
61,384
61,2736
61,1800
61,1180
61,2535
61,3183
61,4121
61,907
62,2058
62,1456
62,912
62,243
62,2649
62,1585
62,1680
62,4356
62,2698
62,3401
62,2803
62,895
62,2503
62,2970
62,1232
62,2312
62,2743
62,3945
62,3603
62,269
62,2301
62,3711
62,1955
62,973
62,94
63,2969
63,907
63,2425
63,1829
63,510
63,3948
63,1800
63,459
63,2964
63,2965
63,3178
63,2580
63,2935
63,1598
63,204
63,4121
63,108
63,1244
63,3410
63,2777
64,103
64,2414
64,2879
64,3458
64,568
64,715
64,1725
64,4306
64,2756
65,1888
65,646
65,3661
65,79
66,2922
66,3160
66,3981
66,2963
66,1800
66,1603
66,1799
66,557
66,1494
66,3921
66,4367
66,96
66,2255
66,2011
66,2694
66,1302
66,139
66,3930
66,578
66,370
66,703
66,2371
66,3871
66,528
66,3972
66,3651
66,3973
68,3104
68,1143
68,3347
3811,2771
3811,566
3811,1901
3811,4331
3811,4089
3811,210
3811,2007
3811,2572
69,646
69,1794
69,318
69,1829
69,319
69,2824
69,918
69,3112
69,1802
69,1800
69,1749
69,1214
69,598
69,2956
70,240
70,646
70,97
70,3579
70,2425
70,2698
70,3875
70,319
70,2273
70,1309
70,2635
70,2217
70,2599
70,141
70,1276
70,1487
70,1043
70,108
70,1800
70,3910
70,3040
70,1829
70,1725
70,2223
70,2824
70,1706
70,2457
70,534
70,3362
70,1916
70,3057
70,968
70,3521
70,3554
70,536
70,459
70,907
70,3822
71,2902
71,954
2186,1271
2186,660
2186,1442
2186,2233
2186,2378
2186,4020
74,543
74,478
74,2307
74,2239
74,135
74,2634
74,4018
74,4099
74,2963
74,1430
74,3362
74,3930
74,638
74,1799
74,1295
74,271
74,3596
74,1359
74,776
74,281
74,3534
74,229
74,3964
74,1396
74,3676
74,1165
74,2851
74,970
74,4126
74,1988
74,2484
74,3653
74,3905
74,1456
74,2587
74,455
74,319
74,715
74,1526
74,396
74,797
74,252
74,2339
74,1480
74,1854
74,2535
74,1592
74,228
74,1752
74,3040
74,2609
74,4339
74,3281
74,2418
74,1865
74,532
74,3082
74,1672
74,1800
74,672
74,4151
74,342
74,3608
74,813
74,3763
74,1769
74,4234
74,1598
74,2169
74,1905
74,3437
75,3104
75,459
75,1786
75,4147
76,981
76,1916
76,3299
4178,2092
78,1435
78,3046
79,507
79,2448
79,3921
79,198
79,1456
79,3386
80,1749
80,3981
82,1725
82,2510
82,2865
83,573
83,1481
83,3033
84,3125
84,536
84,2458
84,1725
84,4355
85,3986
85,646
85,3362
85,362
85,3568
3024,404
3024,3633
3024,1276
3024,3347
3024,1798
3024,1629
3024,3316
3024,2931
3024,2239
3024,2533
3024,2641
86,319
86,169
86,995
86,297
87,598
88,3859
88,3545
88,3184
88,3743
88,1912
88,3684
88,3420
88,3211
88,918
88,2183
88,1800
88,3745
88,3401
88,866
88,1829
88,895
88,2425
88,2905
88,3910
88,1644
88,459
88,3531
88,4302
88,662
88,933
88,1202
88,3930
88,1176
88,4339
88,2964
88,1986
88,1725
88,91
88,3497
88,907
89,646
89,1916
89,2425
89,3348
89,3237
89,3
89,2909
89,3534
90,646
90,97
90,2425
90,319
90,2767
90,2273
90,2276
90,1800
90,3033
90,1495
90,3369
90,2510
90,3237
90,1829
90,1276
90,2824
90,3534
90,2457
90,342
90,1916
90,528
90,3348
90,598
90,578
3893,3104
3893,1758
3893,1276
91,2268
91,3508
91,1797
91,1162
91,3745
91,4317
91,2116
91,2317
91,1072
91,1901
91,1374
91,501
91,638
91,3818
91,547
91,4339
91,2542
91,788
91,1385
91,3153
91,4329
91,1147
91,475
91,580
91,3975
91,1709
91,510
91,1955
91,3211
91,918
91,1598
91,2538
91,1912
91,1849
91,3221
91,4302
91,3284
91,117
91,3645
91,2502
91,737
91,3531
91,3497
91,4172
92,646
93,2767
93,646
93,598
93,3347
93,2425
94,3634
94,3184
94,300
94,1263
94,2106
94,1325
94,672
94,1388
94,3331
94,3016
94,4158
94,128
95,3885
95,2223
95,3182
95,741
95,3469
96,140
96,1177
97,2437
97,2719
97,3515
97,1086
97,285
97,2698
97,827
97,1800
97,3517
97,638
97,833
97,3526
97,2119
97,3817
97,1108
97,4114
97,2198
97,163
97,2201
97,2722
97,3261
97,1828
97,800
97,3511
97,3837
97,2996
97,3554
97,3141
97,3556
97,3559
97,2740
97,4143
97,4199
97,1417
97,3859
97,1967
97,3009
97,1408
97,4151
97,2489
97,3571
97,3868
97,344
97,2542
97,4157
97,2223
97,2235
97,3579
97,1947
97,2241
97,3299
97,2529
97,2752
97,3505
97,1683
97,2645
97,2270
97,2552
97,3033
97,1687
97,1544
97,1436
97,3306
97,2777
97,2140
97,4351
97,4075
97,366
97,1409
97,1620
97,1546
97,3902
97,3609
97,907
97,1991
97,2788
97,2755
97,646
97,2425
97,846
97,382
97,2273
97,2964
97,2276
97,2535
97,2801
97,796
97,108
97,437
97,1249
97,3916
97,1938
97,1149
97,2828
97,886
97,120
97,2814
97,2912
97,123
97,940
97,1478
97,3089
97,2555
97,3651
97,2444
97,3356
97,3883
97,136
97,3362
97,4250
97,1495
97,430
97,147
97,1499
97,693
97,150
97,2574
97,1961
97,4285
97,3672
97,171
97,1505
97,440
97,1512
97,446
97,1244
97,2330
97,3822
97,2064
97,1520
97,4277
97,2596
97,3659
97,1252
97,658
97,798
97,3687
97,161
97,3794
97,3692
97,2076
97,2711
97,2344
97,2739
97,1537
97,3281
97,468
97,3148
97,4000
97,1430
97,1799
97,989
97,471
97,246
97,2621
97,1550
97,2097
97,1840
97,2099
97,3157
97,477
97,210
97,822
97,3344
97,1568
97,415
97,1569
97,3184
97,2382
97,1829
97,4038
97,499
97,4337
97,3743
97,281
97,228
97,1916
97,233
97,317
97,1642
97,3197
97,4054
97,2393
97,1318
97,3759
97,247
97,3764
97,819
97,1330
97,3769
97,4069
97,2809
97,3496
97,805
97,2599
97,1146
97,2944
97,2160
97,2681
97,810
97,4344
97,4332
97,534
97,3230
97,816
97,1604
97,1605
97,405
629,2583
629,2976
629,1381
629,186
629,2309
629,297
629,636
629,4001
99,3693
99,2282
99,1560
2190,2668
2190,3316
102,646
102,3
102,2425
102,3205
102,2767
102,210
102,2273
102,3633
102,2963
102,1196
102,2371
102,1494
102,3104
102,4313
102,1786
102,2777
102,2698
102,2731
102,2510
102,3484
102,3237
102,1800
102,208
102,2824
102,1798
102,4082
102,2457
102,1276
102,1916
102,598
102,3348
102,1302
102,907
4022,2363
4022,1381
4022,136
4022,636
4022,3862
4022,72
4022,691
4022,3806
4022,2510
4022,1829
4022,2824
4022,3534
4022,2445
4022,2457
4022,1176
4022,1447
4022,1916
4022,725
4022,3382
4022,2478
4022,598
4022,2463
4022,1456
4022,2626
4022,2425
4022,3205
4022,3231
4022,2404
4022,2296
4022,4051
4022,1860
4022,1214
4022,3697
4022,2864
4022,3482
4022,1656
4022,2083
4022,2349
4022,2614
4022,1725
4022,3372
4022,404
4022,342
4022,3348
4022,2732
4022,1550
4022,208
4022,1335
4022,741
103,3276
103,208
103,912
103,1264
103,2614
103,1725
103,2649
103,4209
103,1554
103,4099
103,2963
103,1800
103,1916
103,2096
103,3588
103,678
103,3347
103,1749
103,3973
103,3545
2119,2176
2119,2309
2119,823
2119,840
2119,2698
2119,1089
2119,2964
2119,2965
2119,429
2119,1896
2119,693
2119,568
2119,2580
2119,2824
2119,3948
2119,3817
2119,2457
2119,3410
2119,304
2119,4121
2119,1383
2119,3083
2119,3139
2119,3545
2119,318
2119,319
2119,981
2119,1401
2119,2602
2119,3515
2119,2217
2119,725
2119,1399
2119,459
2119,3855
2119,2614
2119,1798
2119,1800
2119,4151
2119,3420
2119,2160
2119,342
2119,345
2119,3579
2119,2767
2119,210
2119,2243
2119,1276
2119,3033
2119,3104
2119,895
2119,2777
2119,2510
2119,3184
2119,3484
2119,1829
2119,3822
2119,3
2119,1176
2119,2654
2119,1916
2119,2478
2119,598
2119,907
2119,240
2119,646
2119,912
2119,2425
2119,3205
2119,793
2119,2273
2119,3979
2119,1196
2119,2535
2119,2596
2119,108
2119,2154
2119,3040
2119,2270
2119,3237
2119,1725
2119,208
2119,2552
2119,534
2119,3347
2119,3348
2119,816
2119,3651
105,633
105,2510
105,749
105,3484
105,3705
105,4282
105,4145
105,528
106,2457
106,568
106,646
106,508
106,3205
106,3
106,598
106,1326
4329,646
4329,2425
4329,319
4329,2777
4329,210
4329,2273
4329,1800
4329,2965
4329,2315
4329,1749
4329,1748
4329,1786
4329,3073
4329,243
4329,3524
4329,1901
4329,459
4329,3237
4329,4302
4329,2160
4329,4239
4329,598
4329,3508
4329,1725
4329,3348
4329,2580
4329,2589
4329,2542
4329,907
4329,3651
107,3855
108,1358
108,3356
108,2822
108,3819
108,823
108,4195
108,1800
108,609
108,2444
108,953
108,944
108,437
108,2052
108,3948
108,2739
108,4114
108,159
108,163
108,3822
108,1207
108,1114
108,1244
108,447
108,3973
108,2594
108,3545
108,3659
108,780
108,1779
108,716
108,662
108,861
108,4143
108,1128
108,1131
108,2076
108,3410
108,1644
108,459
108,26
108,1967
108,2580
108,4151
108,2489
108,3868
108,1149
108,3422
108,892
108,3579
108,2634
108,3505
108,190
108,2722
108,2270
108,3033
108,1436
108,3306
108,2777
108,3183
108,3598
108,1829
108,3043
108,4337
108,3743
108,1802
108,638
108,319
108,233
108,1045
108,907
108,912
108,2425
108,1459
108,1927
108,2273
108,796
108,386
108,2535
108,2670
108,3821
108,257
108,3536
108,4121
108,1938
108,3483
108,4323
108,2160
108,2778
108,886
108,2964
108,940
108,1478
108,3089
108,817
108,743
108,405
109,1916
109,208
109,2333
109,686
109,1359
110,2457
110,646
110,2510
110,2458
110,1800
110,3489
110,1176
110,3950
110,528
110,3348
110,3119
110,648
110,3972
111,2767
111,2535
111,1829
111,4135
111,3910
112,1582
112,3580
112,1754
112,2399
112,3814
112,3542
112,2972
112,2525
113,875
113,248
113,2208
113,1700
114,646
114,598
114,1649
114,2425
115,1113
115,1514
116,2253
117,208
117,2823
117,3508
117,1015
117,4302
117,895
117,2116
117,2777
117,1901
117,2510
117,1829
117,1300
117,1374
117,471
117,2425
117,1916
117,2459
117,782
117,459
117,907
117,475
117,788
117,1456
117,646
117,1709
117,3545
117,981
117,1955
117,2273
117,2964
117,918
117,1598
117,1162
117,2956
117,393
117,3339
117,1403
117,600
117,1725
117,4149
117,2502
117,1800
117,4151
117,1276
117,3531
117,4313
118,2774
119,1796
119,2073
120,1456
120,646
120,243
120,319
120,2309
120,2273
120,4281
120,1603
120,895
120,3369
120,3001
120,2425
120,2864
120,598
120,3040
120,1829
120,2614
120,3534
120,1800
120,3347
120,3348
120,3294
120,297
121,176
121,3162
121,455
121,135
121,239
121,229
121,2324
121,1365
121,1800
121,3664
121,4172
121,2203
121,3515
121,4213
121,1767
123,646
123,2425
123,318
123,319
123,2273
123,1441
123,252
123,1800
123,3666
123,1829
123,3295
123,1620
123,459
123,3237
123,2614
123,1300
123,3
123,1896
123,3205
123,534
123,2535
123,3348
123,203
123,598
123,907
124,367
124,1460
124,3835
124,4353
124,518
124,1086
124,1027
124,2276
124,287
124,2041
124,1550
124,1495
124,2902
124,925
124,2154
124,267
124,2253
124,934
124,2940
124,4034
124,1682
124,2578
124,1657
124,1089
124,469
124,409
124,2350
124,3205
124,1510
124,1916
124,4114
124,2718
124,1873
124,2863
124,3935
124,3654
124,3681
124,2201
125,1464
125,2164
125,625
125,3761
125,1798
126,2110
126,3922
126,1819
127,1300
127,2963
127,208
127,3305
4260,2414
4260,2371
4260,2699
4260,395
4260,715
4260,375
4260,407
4260,1550
4260,1562
128,36
128,1137
128,3184
128,1456
128,1725
128,1276
128,1798
128,3102
128,2698
128,2371
128,2407
128,3973
129,2058
129,1456
129,646
129,2425
129,3761
129,2273
129,1798
129,1800
129,2535
129,3348
129,2371
129,3910
129,2777
131,237
131,3545
131,3484
131,2649
131,208
131,3981
131,3487
131,703
131,3328
131,1814
131,1749
131,323
131,858
131,4158
131,726
132,1356
132,646
132,2425
132,2807
132,2767
132,2273
132,3981
132,3710
132,296
132,856
132,2510
132,3412
132,3237
132,1829
132,1172
132,349
132,1800
132,3054
132,1707
132,3348
132,3934
132,4089
133,3132
133,2581
133,944
134,1725
134,3119
134,1860
134,3183
134,1344
135,240
135,912
135,1829
135,2208
135,1995
135,2634
135,1276
135,1800
135,2786
135,1262
135,1916
135,3040
135,2710
135,3448
135,568
135,2580
135,2614
135,3639
135,1798
135,3282
135,202
135,2123
135,3289
135,4004
135,3786
135,972
135,578
136,646
136,2425
136,2596
136,1829
136,3205
136,2824
136,1326
136,2457
136,3862
136,1800
136,3348
136,251
136,881
136,907
137,2668
137,646
137,1800
137,1591
137,2614
137,2756
137,3316
137,2425
138,3509
138,2510
2195,190
2195,2746
2195,800
2195,1102
2195,390
2195,2542
2195,3654
141,2058
141,3821
141,3292
141,1381
141,1504
141,2315
141,4277
141,1749
141,659
141,2136
141,2191
141,919
141,1237
141,3485
141,3534
141,2488
141,233
141,3684
141,408
141,849
141,2024
142,208
142,3356
142,1359
142,1456
142,547
142,3045
142,2243
142,3299
142,277
142,3362
142,886
142,4333
142,692
142,2972
142,1295
142,2510
142,2178
142,4285
142,3534
142,700
142,3948
142,638
142,1916
142,1250
142,1988
142,1244
142,459
142,375
142,1923
142,646
142,3205
142,1779
142,684
142,2600
142,1261
142,3069
142,1326
142,3406
142,1938
142,2737
142,172
142,1829
142,1140
142,1799
142,3344
142,1800
142,672
142,1384
142,1477
142,940
142,1240
142,1416
143,965
3536,534
3536,4121
3536,478
3536,3385
3536,1562
3536,3948
3536,4249
3536,1276
3536,3731
3536,895
3536,896
3536,2777
3536,2510
3536,3040
3536,1829
3536,3531
3536,3534
3536,3528
3536,1916
3536,2201
3536,304
3536,459
3536,907
3536,1046
3536,348
3536,2626
3536,912
3536,3609
3536,3184
3536,2067
3536,4061
3536,2273
3536,3765
3536,1725
3536,3250
3536,3910
3536,662
3536,972
3536,3774
3536,2614
3536,1865
3536,1798
3536,578
3536,2964
3536,2425
3536,1800
3536,3289
3536,333
3536,342
3536,2484
3536,1810
144,598
144,1180
144,2273
144,1749
144,1860
144,2824
144,3981
144,886
748,240
748,1276
748,4158
748,3981
748,1749
748,1779
748,2371
748,3627
748,2979
146,1916
146,3316
146,598
146,2407
146,448
146,3534
147,646
147,2425
147,3205
147,3534
147,1800
147,3104
147,1326
147,3369
147,887
147,2864
147,2510
147,3484
147,1829
147,568
147,1725
147,208
147,2824
147,636
147,2457
147,342
147,1916
147,598
147,1481
147,1383
147,578
148,2058
148,1582
148,3821
148,3545
148,1456
148,1397
148,2790
148,2108
148,396
148,1465
148,485
148,3475
148,293
148,429
148,3073
148,3444
148,2191
148,1298
148,155
148,919
148,2580
148,3079
148,3485
148,1798
148,3761
148,471
148,1179
148,4277
148,408
148,2024
148,2026
148,2525
148,892
149,2439
149,3343
150,646
150,2425
150,319
150,2309
150,2634
150,2273
150,252
150,1800
150,3104
150,1749
150,3369
150,3333
150,3484
150,3237
150,2614
150,568
150,1829
150,2824
150,1196
150,3
150,598
150,907
150,2173
152,1870
152,3445
152,1944
152,575
152,1628
152,3855
152,1798
152,1103
152,297
152,3972
152,3083
3628,2235
154,3765
154,342
154,172
154,3353
154,3
154,2824
155,2058
155,1456
155,646
155,1582
155,912
155,1179
155,3184
155,2790
155,2698
155,1196
155,1800
155,1504
155,429
155,293
155,2510
155,3183
155,2614
155,568
155,3377
155,2824
155,3948
155,3761
155,2457
155,2123
155,1477
155,1916
155,3347
155,598
155,2886
156,568
156,1340
156,1492
156,961
157,2646
157,1638
157,487
157,4239
157,3130
157,2827
157,3782
157,1309
157,217
157,2803
157,3305
157,602
157,2525
158,1800
159,646
159,3579
159,3356
159,3659
159,319
159,2273
159,210
159,1461
159,821
159,1800
159,2535
159,895
159,3369
159,693
159,3362
159,2379
159,1829
159,208
159,2489
159,459
159,907
160,216
160,1897
3896,1800
3896,646
3896,342
3896,2510
3896,598
3896,3651
3896,2425
162,2396
162,3290
162,666
2199,1381
2199,726
2199,2028
2199,242
2199,1549
164,2536
167,548
167,1276
167,2122
167,4082
168,568
168,598
168,1284
169,1232
169,2972
169,2626
169,823
169,2399
169,1300
169,2243
169,1550
169,568
169,1800
169,217
169,738
169,2902
169,4333
169,1214
169,1916
169,4255
169,4315
2892,3885
2892,1052
2892,4299
2892,2390
4319,1113
4319,3004
4319,501
4319,1402
4319,1616
173,2634
173,1916
173,2614
173,648
173,3080
173,2411
173,1562
173,3781
174,4286
174,1456
174,1344
174,1926
174,1961
174,2396
174,568
174,2351
174,2928
174,2963
174,293
174,3972
174,2885
175,1940
175,2542
175,4169
175,184
175,2153
176,1308
176,2554
176,2230
176,3664
176,1907
2894,3243
2894,912
2894,2425
2894,4152
2894,2104
2894,578
2894,2977
2894,1800
2894,2327
2894,1214
2894,907
2894,2026
2894,4328
178,2371
178,912
178,2007
179,646
179,2425
179,1829
179,319
179,1461
179,3658
179,2273
179,252
179,1800
179,1180
179,598
179,907
180,646
180,1800
180,907
180,2425
180,1829
180,3205
180,1725
180,2273
181,789
181,3579
181,900
181,2123
181,3429
181,2054
181,507
181,1800
181,830
181,1172
181,907
181,578
181,3387
182,214
182,251
182,2634
182,3205
182,208
182,3534
182,1508
183,3633
183,646
183,1800
183,3585
183,3997
183,1916
183,1276
183,1326
184,2630
184,3756
184,4207
184,1611
184,3103
184,1598
184,1130
184,2577
184,896
184,4330
184,165
184,1689
184,3143
184,3738
184,2257
184,3376
184,3227
184,1303
184,2742
184,446
184,1962
185,2905
185,912
185,1381
185,793
185,1562
185,961
185,3633
185,3305
185,1276
185,1492
185,2801
