from,to
12,619
12,1060
12,2459
12,1618
12,1156
12,1685
12,985
12,546
12,465
12,2131
12,2464
12,551
12,2708
12,2222
12,506
12,2223
12,1448
12,887
12,1896
12,616
12,2400
12,1454
12,478
12,1078
12,1723
12,1388
12,401
12,2661
12,1367
12,77
12,2101
12,306
12,2688
12,1828
12,2669
12,407
12,1551
12,2134
12,1183
12,85
12,654
12,256
12,1376
12,579
12,2584
13,705
13,68
13,458
13,2219
13,839
13,442
13,2507
13,1793
13,87
13,659
13,482
13,465
13,2696
13,1158
13,148
13,2738
13,2342
13,2519
13,2327
13,784
13,2223
13,1934
13,983
13,171
13,194
13,1379
14,705
14,232
14,707
14,2738
14,486
14,2132
14,1652
14,1109
14,2327
14,1177
14,2223
14,1344
14,376
14,1907
14,1050
14,465
14,983
14,2156
14,2390
14,2724
14,1292
15,232
15,309
15,806
15,1773
15,1786
15,1867
15,2223
15,458
15,983
15,1716
15,2498
15,460
15,1402
15,40
16,1922
16,43
16,1146
16,17
16,792
16,220
16,1676
16,1810
16,1367
16,1433
16,2590
16,27
16,217
16,1182
16,1198
16,85
16,1524
16,2551
16,2669
16,465
16,853
16,1742
16,433
16,2738
16,978
16,835
16,2764
16,1374
16,2072
16,2414
16,1302
16,2342
16,2718
16,1630
16,1187
16,2451
16,2119
16,1896
16,1635
16,841
16,1109
16,2444
17,2419
17,1746
17,1021
17,665
17,341
17,666
17,2590
17,1197
17,502
17,1198
17,343
17,831
17,2428
17,1580
17,2601
17,1399
17,2079
17,2093
17,1760
17,841
17,518
17,1937
17,2268
17,466
17,1595
17,363
17,1944
17,527
17,1947
17,1191
17,1923
17,853
17,2109
17,2276
17,2333
17,2440
17,533
17,754
17,535
17,2585
17,2283
17,2451
17,1075
17,39
17,2372
17,1572
17,43
17,1429
17,1784
17,870
17,220
17,1676
17,222
17,1060
17,2032
17,1790
17,1616
17,48
17,49
17,2460
17,877
17,2444
17,51
17,2390
17,1622
17,1624
17,1250
17,2234
17,1706
17,2647
17,239
17,557
17,887
17,2472
17,891
17,1452
17,1454
17,727
17,1071
17,152
17,72
17,402
17,2317
17,2663
17,1646
17,1990
17,2357
17,572
17,80
17,2669
17,254
17,2243
17,1652
17,1149
17,2327
17,85
17,1186
17,1275
17,1672
17,1925
17,2000
17,1109
17,184
17,416
17,2511
17,587
17,2112
17,420
17,1603
17,858
17,2376
17,590
17,883
17,2338
17,1151
17,1398
17,1852
17,2728
17,1295
17,2343
17,1280
17,2342
17,1095
17,938
17,1991
17,2178
17,1120
17,435
17,2702
17,1496
17,2704
17,2182
17,440
17,2706
17,1862
17,1129
17,1504
17,445
17,117
17,1133
17,1317
17,2036
17,960
17,1436
17,2718
17,787
17,2722
17,2349
17,126
17,2040
17,385
17,2221
17,458
17,2202
17,792
17,179
17,795
17,2186
17,2045
17,2387
17,2551
17,2388
17,465
17,98
17,1171
17,2738
17,978
17,1529
17,695
17,1194
17,1196
17,318
17,835
17,142
17,143
17,1534
17,430
17,1900
17,2403
17,270
17,2567
17,89
17,640
17,811
17,2237
17,1177
17,642
17,1965
17,644
17,1178
17,594
17,995
17,1767
17,2411
17,906
17,1183
17,2414
17,1375
17,2058
17,171
17,493
17,2249
18,287
18,1029
18,429
18,2133
18,1636
18,1676
18,1183
18,1453
18,384
18,2342
18,2295
18,1675
18,1779
18,171
18,2156
18,465
18,2738
18,2383
19,475
19,32
19,590
19,1344
19,2058
19,2709
20,2653
20,287
20,458
20,1029
20,887
20,2219
20,1676
20,959
20,1219
20,1197
20,685
20,2295
20,2010
20,465
20,2133
20,2738
20,1580
20,1109
20,2327
20,2342
20,1716
20,1636
20,2583
20,2560
20,1858
20,2383
20,2041
21,178
21,341
21,166
21,501
21,417
21,1927
21,533
21,1397
21,2336
21,2258
21,429
21,1077
21,1264
21,834
21,1706
21,2343
21,108
21,1447
21,511
21,764
21,353
21,681
21,2020
21,1508
21,286
21,685
21,1401
21,1589
21,1027
21,287
21,2351
21,1216
21,1206
21,1311
21,945
21,1683
21,1451
21,2560
21,365
21,1599
21,850
21,1688
21,352
21,781
21,530
21,414
21,605
21,1663
21,2114
21,879
21,2538
21,1959
21,861
21,2447
21,611
21,1049
21,1649
21,1428
21,789
21,345
21,707
21,1150
21,1151
21,1057
21,1183
21,941
21,1792
21,1618
21,1619
21,1155
21,1094
21,522
21,53
21,1693
21,1971
21,1624
21,1972
21,389
21,1342
21,1529
21,189
21,59
21,1347
21,239
21,1873
21,721
21,556
21,1352
21,24
21,1353
21,1225
21,2473
21,2260
21,2231
21,1993
21,2736
21,561
21,2272
21,894
21,1636
21,1078
21,564
21,1633
21,2752
21,1295
21,1133
21,811
21,935
21,1822
21,990
21,1367
21,1486
21,644
21,1270
21,2148
21,2198
21,481
21,2377
21,2711
21,2763
21,2583
21,430
21,179
21,743
21,654
21,1918
21,88
21,1093
21,366
21,1925
21,2383
21,170
22,842
22,458
22,2219
22,944
22,482
22,1793
22,2123
22,1907
22,465
22,819
22,2696
22,2156
22,1876
22,232
22,531
22,2738
22,2223
22,1580
22,1563
22,2327
22,391
22,983
22,1636
22,2398
22,1779
23,1274
23,391
23,2133
23,838
23,985
23,1779
23,465
23,2327
888,1192
888,2079
888,666
888,1749
888,890
888,669
888,181
888,376
888,406
888,1754
888,188
888,2428
888,1580
888,2088
888,680
888,837
888,682
888,683
888,1211
888,1022
888,685
888,517
888,841
888,2094
888,842
888,357
888,1206
888,361
888,524
888,204
888,1767
888,1222
888,2103
888,850
888,698
888,1214
888,530
888,1606
888,1957
888,861
888,1779
888,1636
888,37
888,1050
888,913
888,1589
888,707
888,1965
888,1676
888,941
888,874
888,2459
888,2295
888,2654
888,51
888,522
888,314
888,1972
888,2555
888,2133
888,648
888,391
888,1706
888,1445
888,239
888,1448
888,886
888,2585
888,65
888,1451
888,893
888,651
888,814
888,73
888,811
888,731
888,2321
888,126
888,738
888,1325
888,1058
888,1093
888,2327
888,743
888,1997
888,85
888,1277
888,538
888,2000
888,170
888,92
888,1855
888,94
888,2163
888,2007
888,2507
888,1663
888,1397
888,2010
888,590
888,759
888,1264
888,2065
888,1295
888,1363
888,2173
888,2521
888,764
888,431
888,2342
888,1934
888,766
888,1493
888,2021
888,481
888,2723
888,2022
888,287
888,2182
888,1311
888,1358
888,2448
888,946
888,1683
888,1588
888,113
888,384
888,951
888,1508
888,298
888,1036
888,2106
888,1040
888,959
888,961
888,1618
888,2538
888,1694
888,1164
888,2430
888,1652
888,2377
888,966
888,789
888,429
888,2096
888,2044
888,1183
888,1329
888,971
888,1094
888,465
888,800
888,1884
888,1341
888,1529
888,189
888,2223
888,631
888,983
888,1166
888,1225
888,634
888,944
888,2231
888,430
888,2296
888,2301
888,151
888,25
888,2404
888,1651
888,1543
888,1906
888,1907
888,2738
888,159
888,2696
888,594
888,364
888,647
888,2760
888,2242
888,1251
888,2383
888,2646
888,654
888,2765
888,2058
888,2245
888,171
888,659
888,1190
888,1745
25,1006
25,749
25,499
25,1476
25,666
25,752
25,2590
25,2332
25,753
25,181
25,2686
25,376
25,670
25,2010
25,1062
25,590
25,1183
25,2086
25,834
25,925
25,2429
25,2173
25,548
25,2264
25,2342
25,1508
25,983
25,841
25,1404
25,991
25,2321
25,2225
25,1545
25,1129
25,365
25,366
25,1748
25,1600
25,1414
25,352
25,781
25,1952
25,1214
25,2106
25,1019
25,1618
25,391
25,2040
25,2724
25,1572
25,705
25,540
25,429
25,2327
25,794
25,968
25,621
25,228
25,1192
25,1094
25,1796
25,52
25,2085
25,2738
25,551
25,2539
25,695
25,318
25,2648
25,1351
25,2396
25,886
25,890
25,2280
25,1780
25,1075
25,68
25,398
25,2567
25,401
25,2239
25,2664
25,2696
25,1911
25,2485
25,1828
25,1996
25,179
25,878
25,2414
25,2245
25,2295
25,538
25,1921
26,1474
26,499
26,126
26,2738
26,1296
26,2327
26,2507
26,2731
26,157
26,1676
26,465
26,841
26,1770
27,792
27,2590
27,1767
27,754
27,2733
27,1191
27,2048
27,465
27,445
27,1770
27,853
27,1971
27,1197
27,2216
27,624
27,1852
27,978
27,2411
27,1672
27,2303
27,702
27,609
27,2538
27,1303
27,2201
27,1896
27,148
27,1075
28,1274
28,92
28,181
28,1693
28,766
28,1054
28,608
28,522
28,2521
28,352
29,1454
29,429
29,1676
29,2327
29,2295
29,365
29,1858
29,1290
29,465
29,2738
29,171
29,592
29,1183
29,1793
29,1518
29,391
29,1779
29,1636
29,685
29,1050
29,2308
29,2383
30,429
30,2208
30,1387
30,48
30,49
30,1665
30,465
30,102
30,445
30,1852
30,1755
30,2393
30,391
30,1163
30,592
30,421
30,192
30,2175
30,1350
30,62
30,2020
30,1027
30,1115
30,768
30,1124
30,148
30,598
30,2321
30,1123
30,1456
30,1458
30,2476
30,1501
30,294
30,2663
30,1727
30,2147
30,2083
30,347
30,2485
30,856
30,98
30,1515
30,535
30,374
30,2038
30,125
30,1998
30,1351
30,2496
30,1147
31,1937
31,1992
31,429
31,2230
31,94
31,1843
31,2315
31,731
31,2150
31,74
31,2663
31,948
31,115
31,1907
31,757
31,465
31,2332
31,1485
31,1197
31,760
31,1344
31,2138
31,2763
31,2010
31,1038
31,1109
31,1692
31,878
31,81
31,2223
31,702
31,983
31,1722
31,1998
31,2000
31,2178
31,2310
32,475
32,396
32,429
32,1880
32,952
32,1177
32,622
32,2156
32,1131
32,951
32,2019
32,1508
32,2688
32,1344
32,2052
32,1757
32,2327
32,1050
32,1375
32,2223
32,1779
32,983
32,262
32,38
32,1518
32,474
33,806
33,1005
33,465
33,841
33,2567
33,2651
34,1627
34,2250
34,1748
34,1435
34,2295
34,1907
34,76
34,1341
34,465
34,522
34,531
34,2738
34,1580
34,740
34,959
34,1870
34,2327
34,2646
34,2342
34,2497
34,1676
34,685
34,2203
34,1518
34,2724
35,171
35,1907
36,2693
36,2321
36,861
36,917
36,171
36,1050
36,465
36,2588
37,1757
37,326
37,2493
37,461
37,1749
37,2223
37,1644
37,517
37,276
37,590
37,1065
37,2555
37,346
37,2106
37,1772
37,1295
37,2173
37,2521
37,630
37,745
37,631
37,983
37,890
37,1351
37,913
38,1192
38,1382
38,429
38,617
38,2383
38,1702
38,1880
38,2617
38,1618
38,1750
38,1198
38,878
38,734
38,465
38,1183
38,2132
38,2133
38,625
38,1755
38,1394
38,1000
38,108
38,2329
38,1933
38,2603
38,1891
38,2469
38,1399
38,2738
38,1719
38,64
38,148
38,1494
38,944
38,2475
38,67
38,287
38,1029
38,1636
38,2219
38,773
38,2567
38,1902
38,2225
38,2661
38,845
38,2560
38,1221
38,2663
38,1907
38,992
38,1852
38,951
38,2688
38,1828
38,292
38,2763
38,903
38,904
38,1735
38,2623
38,2327
38,410
38,1518
38,391
38,1176
38,1396
38,1779
38,171
38,59
38,1050
38,474
38,2213
38,2677
39,706
39,1746
39,2202
39,2079
39,222
39,2112
39,1314
39,667
39,2333
39,2046
39,754
39,313
39,1064
39,1944
39,465
39,1293
39,2656
39,1250
39,280
39,978
39,2645
39,764
39,1891
39,2058
39,1399
39,148
39,2178
39,1120
39,2655
39,1941
39,152
39,2186
39,811
39,999
39,1221
39,2533
39,2590
39,992
39,2008
39,594
39,2321
39,841
39,2278
39,98
39,1652
39,2623
39,1198
39,294
39,85
39,2414
39,2444
39,2718
39,1735
39,2663
39,1783
39,2228
39,1191
40,1192
40,1563
40,2078
40,1381
40,417
40,669
40,2447
40,1929
40,2597
40,1754
40,188
40,824
40,1205
40,189
40,1207
40,1019
40,509
40,2264
40,1397
40,1759
40,682
40,683
40,1211
40,1022
40,685
40,517
40,516
40,841
40,1801
40,2430
40,1779
40,797
40,2098
40,2219
40,361
40,203
40,204
40,1767
40,820
40,2616
40,1748
40,850
40,1311
40,1749
40,422
40,697
40,1773
40,2622
40,1606
40,1957
40,2448
40,2449
40,1643
40,1050
40,378
40,1428
40,42
40,868
40,707
40,818
40,2010
40,2016
40,1419
40,941
40,48
40,230
40,51
40,1620
40,314
40,1065
40,57
40,2745
40,1972
40,232
40,2133
40,1251
40,1445
40,239
40,2468
40,1758
40,1448
40,396
40,1449
40,889
40,890
40,2473
40,1660
40,1451
40,1452
40,705
40,1078
40,2313
40,1076
40,2661
40,2316
40,869
40,1876
40,2664
40,1204
40,77
40,1460
40,1112
40,572
40,2404
40,1271
40,406
40,408
40,2518
40,1093
40,2327
40,1094
40,914
40,499
40,94
40,1907
40,2507
40,2166
40,2089
40,1663
40,2123
40,1479
40,2168
40,276
40,590
40,102
40,1668
40,759
40,761
40,925
40,2173
40,2521
40,2012
40,2342
40,766
40,1676
40,1117
40,481
40,79
40,290
40,772
40,2352
40,968
40,441
40,1358
40,1682
40,1363
40,2225
40,969
40,775
40,1588
40,1313
40,113
40,114
40,352
40,1228
40,298
40,2106
40,1513
40,450
40,959
40,1870
40,961
40,2538
40,2539
40,611
40,2721
40,2203
40,1696
40,983
40,966
40,789
40,1149
40,429
40,2545
40,1183
40,2729
40,1329
40,461
40,311
40,621
40,1438
40,1525
40,1508
40,798
40,2736
40,2216
40,2738
40,1342
40,1529
40,878
40,383
40,629
40,2223
40,631
40,2744
40,1166
40,2748
40,944
40,721
40,2250
40,1557
40,2555
40,2065
40,1906
40,482
40,819
40,285
40,2762
40,2459
40,252
40,2383
40,1410
40,2646
40,821
40,171
40,2752
40,659
40,1561
40,1190
40,1745
41,271
41,1965
41,243
41,2314
41,1541
41,1642
41,1197
41,435
41,420
41,2482
41,781
41,1616
41,2656
41,148
41,1756
41,1149
41,214
41,1767
41,1693
41,1191
41,2560
41,1075
41,2725
42,287
42,707
42,2010
42,2219
42,1676
42,2250
42,2166
42,1749
42,878
42,1876
42,1438
42,1341
42,465
42,1636
42,2133
42,2738
42,1580
42,959
42,1253
42,1183
42,2342
42,2327
42,1675
42,685
42,1779
42,1232
42,2383
42,379
42,1403
43,458
43,792
43,220
43,2079
43,710
43,1433
43,2590
43,828
43,589
43,985
43,881
43,1439
43,465
43,2541
43,2738
43,978
43,2223
43,217
43,1367
43,2601
43,2695
43,1300
43,2515
43,1398
43,2718
43,983
43,145
43,433
43,1896
43,518
43,2653
43,1635
43,306
43,1454
43,1675
43,1828
43,1810
43,692
43,1686
43,393
43,2104
43,2119
43,853
43,1463
43,1772
43,1907
43,2243
43,1652
43,1182
43,2327
43,1374
43,85
43,1957
43,2317
43,1187
43,171
43,2451
43,2704
43,2722
43,1146
43,2156
1870,1105
1870,2420
1870,2079
1870,381
1870,2422
1870,417
1870,669
1870,1729
1870,1750
1870,2082
1870,2424
1870,1376
1870,1389
1870,673
1870,1754
1870,2282
1870,1017
1870,1757
1870,2089
1870,352
1870,1759
1870,117
1870,1400
1870,685
1870,517
1870,1066
1870,2096
1870,1404
1870,797
1870,2097
1870,2432
1870,361
1870,362
1870,2241
1870,1034
1870,1409
1870,365
1870,1037
1870,449
1870,1749
1870,698
1870,699
1870,1417
1870,2114
1870,701
1870,1777
1870,1779
1870,1634
1870,1636
1870,1425
1870,2119
1870,1050
1870,913
1870,2124
1870,382
1870,941
1870,48
1870,1793
1870,385
1870,51
1870,314
1870,1065
1870,1798
1870,2555
1870,57
1870,1446
1870,394
1870,1805
1870,1448
1870,396
1870,2086
1870,1808
1870,1073
1870,1450
1870,1451
1870,69
1870,1077
1870,1814
1870,1083
1870,75
1870,77
1870,2148
1870,736
1870,1827
1870,737
1870,1830
1870,406
1870,407
1870,2151
1870,745
1870,746
1870,2498
1870,2156
1870,92
1870,977
1870,749
1870,497
1870,1939
1870,1479
1870,1103
1870,426
1870,427
1870,759
1870,1486
1870,430
1870,1855
1870,1489
1870,764
1870,431
1870,2667
1870,768
1870,1493
1870,1117
1870,770
1870,1136
1870,440
1870,441
1870,1358
1870,2626
1870,2069
1870,1502
1870,1271
1870,113
1870,114
1870,1508
1870,1135
1870,1510
1870,2536
1870,1803
1870,450
1870,451
1870,1140
1870,784
1870,1164
1870,125
1870,1876
1870,2373
1870,1519
1870,789
1870,364
1870,1525
1870,357
1870,465
1870,1529
1870,2223
1870,470
1870,200
1870,472
1870,2563
1870,2296
1870,808
1870,524
1870,1651
1870,1543
1870,1979
1870,1906
1870,1661
1870,2499
1870,1022
1870,1080
1870,816
1870,2459
1870,1183
1870,821
1870,169
1870,1557
1870,847
1870,1189
1870,1190
1870,1561
1870,1007
1870,348
1870,499
1870,1572
1870,1028
1870,2590
1870,2254
1870,2447
1870,376
1870,1110
1870,2594
1870,2259
1870,505
1870,2260
1870,507
1870,188
1870,1205
1870,1580
1870,548
1870,2264
1870,2608
1870,983
1870,369
1870,455
1870,197
1870,842
1870,556
1870,199
1870,2250
1870,1943
1870,846
1870,2615
1870,1947
1870,2435
1870,854
1870,522
1870,1231
1870,1233
1870,1234
1870,2622
1870,1606
1870,1957
1870,1958
1870,2625
1870,867
1870,538
1870,868
1870,2288
1870,818
1870,2016
1870,220
1870,1419
1870,2293
1870,101
1870,1618
1870,544
1870,230
1870,878
1870,880
1870,1622
1870,1972
1870,1544
1870,2644
1870,1626
1870,1251
1870,1723
1870,240
1870,885
1870,890
1870,2308
1870,1258
1870,892
1870,895
1870,1637
1870,564
1870,1986
1870,565
1870,1471
1870,249
1870,2318
1870,1990
1870,251
1870,2404
1870,252
1870,902
1870,1996
1870,1058
1870,906
1870,2327
1870,576
1870,1999
1870,262
1870,1053
1870,583
1870,2679
1870,2680
1870,2173
1870,1575
1870,2328
1870,267
1870,1907
1870,587
1870,204
1870,2332
1870,274
1870,2686
1870,2521
1870,2010
1870,1666
1870,590
1870,2012
1870,591
1870,2015
1870,925
1870,592
1870,1673
1870,596
1870,1306
1870,2386
1870,290
1870,291
1870,2352
1870,943
1870,944
1870,946
1870,2177
1870,1313
1870,1858
1870,2361
1870,951
1870,1687
1870,2367
1870,1040
1870,1774
1870,1929
1870,1261
1870,608
1870,961
1870,2371
1870,391
1870,2720
1870,2375
1870,1325
1870,2724
1870,429
1870,621
1870,1704
1870,1375
1870,2738
1870,942
1870,626
1870,1166
1870,383
1870,1345
1870,1211
1870,321
1870,1715
1870,2395
1870,2396
1870,1225
1870,634
1870,123
1870,386
1870,2061
1870,2248
1870,2063
1870,2064
1870,1741
1870,2616
1870,989
1870,2405
1870,1367
1870,2757
1870,1368
1870,819
1870,2696
1870,2106
1870,775
1870,331
1870,2071
1870,651
1870,2646
1870,654
1870,1346
1870,334
1870,657
1870,1413
1870,336
1870,2769
1870,2771
1870,1505
2743,900
2743,2521
45,2523
46,92
46,2635
46,309
46,415
46,1448
46,664
46,1329
46,1968
46,2166
46,1478
46,376
46,50
46,2010
46,543
46,2555
46,568
46,291
46,57
46,1580
46,2173
46,509
46,2521
46,512
46,681
46,682
46,556
46,145
46,931
46,1858
46,2528
46,841
46,631
46,1075
46,1076
46,326
46,2051
46,1747
46,361
46,774
46,1808
46,1135
46,2590
46,778
46,1368
46,868
46,531
46,296
46,2536
46,2622
46,2696
46,1295
46,1183
46,1776
46,1442
46,1277
46,1093
46,1876
46,2104
46,2640
47,841
47,1990
48,1382
48,1746
48,663
48,1195
48,1828
48,1129
48,2590
48,667
48,1197
48,903
48,1572
48,2595
48,1755
48,1394
48,1890
48,1580
48,1756
48,1933
48,352
48,1398
48,1399
48,685
48,841
48,2431
48,2096
48,2219
48,992
48,2330
48,1944
48,1221
48,365
48,1191
48,1949
48,1749
48,1214
48,2278
48,2441
48,98
48,2115
48,2623
48,754
48,702
48,535
48,374
48,861
48,1779
48,1636
48,866
48,538
48,270
48,707
48,1290
48,220
48,1676
48,2032
48,228
48,878
48,1064
48,1438
48,2655
48,1065
48,1971
48,1624
48,232
48,2133
48,1067
48,2708
48,59
48,2303
48,243
48,557
48,723
48,1632
48,2475
48,1075
48,1454
48,727
48,728
48,1324
48,2661
48,2663
48,1822
48,2482
48,250
48,2485
48,2321
48,2669
48,902
48,2678
48,906
48,2327
48,2237
48,1655
48,1274
48,625
48,1925
48,1838
48,2506
48,268
48,1907
48,2507
48,2617
48,2008
48,2333
48,753
48,921
48,1845
48,734
48,276
48,1784
48,277
48,2651
48,1293
48,489
48,280
48,430
48,1370
48,108
48,2329
48,1303
48,2570
48,2020
48,1675
48,2346
48,44
48,2342
48,437
48,2025
48,944
48,2225
48,1684
48,1864
48,2533
48,1314
48,115
48,1130
48,444
48,951
48,445
48,447
48,117
48,414
48,2035
48,1691
48,784
48,2538
48,2717
48,125
48,1516
48,2540
48,313
48,458
48,429
48,1701
48,1437
48,969
48,2730
48,2046
48,622
48,798
48,465
48,624
48,1341
48,2223
48,1891
48,983
48,1716
48,486
48,1936
48,148
48,805
48,1239
48,475
48,806
48,2403
48,2132
48,2567
48,152
48,2656
48,1541
48,988
48,2065
48,1176
48,1904
48,2406
48,2325
48,2573
48,482
48,2407
48,2738
48,819
48,2696
48,646
48,1179
48,2242
48,1852
48,1735
48,2383
48,294
48,2072
48,2245
48,1411
48,1555
48,171
48,1003
48,1190
48,287
48,1742
49,2096
49,592
49,540
49,429
49,243
49,203
49,2567
49,442
49,2185
49,226
49,2663
49,50
49,482
49,1062
49,465
49,447
49,854
49,1233
49,2736
49,1398
49,1670
49,2762
49,2070
49,740
49,926
49,421
49,2696
49,630
49,1857
49,2522
49,723
49,841
49,1292
50,705
50,309
50,540
50,2414
50,1329
50,968
50,2166
50,1383
50,670
50,51
50,2336
50,1065
50,1486
50,1637
50,1580
50,372
50,2264
50,354
50,1758
50,1934
50,284
50,1779
50,2738
50,2379
50,1121
50,842
50,2219
50,2099
50,203
50,659
50,482
50,1670
50,2182
50,1793
50,2696
50,2357
50,1214
50,2759
50,531
50,2762
50,1512
50,2070
50,301
50,44
50,2383
50,2295
50,2646
50,391
50,2448
50,1636
50,2542
50,1519
50,442
51,1192
51,1855
51,94
51,826
51,2166
51,1226
51,98
51,458
51,376
51,2168
51,427
51,1183
51,2086
51,2087
51,2428
51,1580
51,1672
51,2173
51,2604
51,1934
51,1675
51,685
51,396
51,2366
51,2342
51,2430
51,842
51,287
51,145
51,2219
51,944
51,1858
51,444
51,951
51,2332
51,352
51,1508
51,1868
51,1214
51,1749
51,959
51,784
51,391
51,2719
51,1636
51,1001
51,1516
51,1050
51,2228
51,2041
51,705
51,707
51,2010
51,1676
51,222
51,1968
51,1404
51,384
51,621
51,2295
51,2640
51,878
51,1454
51,465
51,715
51,1065
51,2738
51,1164
51,1563
51,1347
51,2223
51,983
51,1166
51,887
51,2448
51,148
51,1075
51,2653
51,806
51,2655
51,2312
51,398
51,2657
51,2567
51,731
51,482
51,900
51,1779
51,2688
51,2321
51,1996
51,2696
51,1652
51,2327
51,2646
51,2582
51,2724
51,171
51,2156
51,538
51,1659
52,2221
52,68
52,429
52,1877
52,2250
52,1407
52,2332
52,98
52,181
52,113
52,482
52,1341
52,465
52,1065
52,531
52,2738
52,1736
52,575
52,1969
52,2585
52,1636
52,1425
52,376
52,983
52,2308
52,1402
52,2430
53,177
53,1055
53,2663
53,589
53,171
53,2738
53,465
53,2377
53,2225
54,1896
54,1404
54,707
54,985
54,2223
54,2327
54,1810
54,1433
54,2515
54,2429
54,2128
54,518
54,1907
54,2119
54,2738
54,465
54,976
54,2764
54,685
54,2366
55,633
55,1853
56,705
56,287
56,458
56,540
56,171
56,2219
56,2055
56,433
56,442
56,1183
56,2225
56,2065
56,2342
56,2295
56,2123
56,376
56,2010
56,1367
56,1290
56,465
56,2696
56,1508
56,391
56,1029
56,2738
56,2383
56,1251
56,1580
56,1109
56,2327
56,1793
56,2223
56,2448
56,2648
56,1636
56,1676
56,685
56,1779
56,2454
56,659
56,2041
56,538
57,2383
57,1311
57,1662
57,384
57,1749
57,845
57,685
57,2295
57,365
57,482
57,465
57,2086
57,1214
57,2738
57,1772
57,1580
57,1190
57,2327
57,2264
57,2222
57,1398
57,981
57,1448
57,1636
57,768
57,1858
57,723
57,2454
57,2203
58,1164
58,2295
58,1454
58,2219
58,685
58,1580
58,2738
58,465
59,2418
59,1192
59,1382
59,663
59,1660
59,1925
59,268
59,482
59,706
59,2331
59,667
59,668
59,754
59,707
59,376
59,2010
59,2482
59,1484
59,2086
59,429
59,1293
59,280
59,1755
59,1394
59,676
59,1580
59,108
59,2329
59,1758
59,2603
59,512
59,2342
59,2020
59,685
59,1399
59,841
59,1494
59,842
59,287
59,1029
59,2219
59,2025
59,773
59,944
59,2356
59,2225
59,2507
59,1684
59,2346
59,294
59,2533
59,1284
59,949
59,1742
59,444
59,445
59,1601
59,2278
59,1197
59,2168
59,531
59,2035
59,2441
59,1749
59,959
